assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
132528200,22680427,Clangula hyemalis,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Clangula,hyemalis,NA,NA,NA,"(Linnaeus, 1758)",Vulnerable,A4bce,3.1,Decreasing,Global
132551327,22694436,Saundersilarus saundersi,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Saundersilarus,saundersi,NA,NA,NA,"(Swinhoe, 1871)",Vulnerable,A3cde+4cde,3.1,Decreasing,Global
132552501,22694452,Larus fuliginosus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Larus,fuliginosus,NA,NA,NA,"Gould, 1841",Vulnerable,D1,3.1,Stable,Global
132557429,22694502,Rissa brevirostris,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Rissa,brevirostris,NA,NA,NA,"(Bruch, 1853)",Vulnerable,A4ac,3.1,Decreasing,Global
132568135,22694691,Sternula nereis,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Sternula,nereis,NA,NA,NA,"Gould, 1843",Vulnerable,C1,3.1,Decreasing,Global
132568552,22694699,Sternula balaenarum,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Sternula,balaenarum,NA,NA,NA,"Strickland, 1852",Vulnerable,C2a(ii),3.1,Decreasing,Global
132569526,22694716,Onychoprion aleuticus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,LARIDAE,Onychoprion,aleuticus,NA,NA,NA,"(Baird, 1869)",Vulnerable,A2bcde+3cde+4bcde,3.1,Decreasing,Global
132579655,22694887,Synthliboramphus craveri,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,ALCIDAE,Synthliboramphus,craveri,NA,NA,NA,"(Salvadori, 1865)",Vulnerable,"B2ab(iii,v);C2a(ii)",3.1,Decreasing,Global
132580332,22694899,Synthliboramphus wumizusume,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,ALCIDAE,Synthliboramphus,wumizusume,NA,NA,NA,"(Temminck, 1835)",Vulnerable,C2a(ii),3.1,Decreasing,Global
132581443,22694927,Fratercula arctica,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,ALCIDAE,Fratercula,arctica,NA,NA,NA,"(Linnaeus, 1758)",Vulnerable,A4abcde,3.1,Decreasing,Global
132587992,22696668,Morus capensis,ANIMALIA,CHORDATA,SULIFORMES,AVES,SULIDAE,Morus,capensis,NA,NA,NA,"(Lichtenstein, 1823)",Endangered,A2acde+3cde+4acde,3.1,Decreasing,Global
132592007,22696766,Phalacrocorax neglectus,ANIMALIA,CHORDATA,SULIFORMES,AVES,PHALACROCORACIDAE,Phalacrocorax,neglectus,NA,NA,NA,"(Wahlberg, 1855)",Endangered,A2ace+3ce+4ace,3.1,Decreasing,Global
132594943,22696806,Phalacrocorax capensis,ANIMALIA,CHORDATA,SULIFORMES,AVES,PHALACROCORACIDAE,Phalacrocorax,capensis,NA,NA,NA,"(Sparrman, 1789)",Endangered,A2bc+3bc+4bc,3.1,Decreasing,Global
132595530,22696907,Phalacrocorax featherstoni,ANIMALIA,CHORDATA,SULIFORMES,AVES,PHALACROCORACIDAE,Phalacrocorax,featherstoni,NA,NA,NA,"Buller, 1873",Endangered,A2bde+3bde+4bde; C1+2a(ii),3.1,Decreasing,Global
132597828,22697728,Fregata aquila,ANIMALIA,CHORDATA,SULIFORMES,AVES,FREGATIDAE,Fregata,aquila,NA,NA,NA,"(Linnaeus, 1758)",Vulnerable,D2,3.1,Stable,Global
132599384,22697742,Fregata andrewsi,ANIMALIA,CHORDATA,SULIFORMES,AVES,FREGATIDAE,Fregata,andrewsi,NA,NA,NA,"Mathews, 1914",Critically Endangered,"B2ab(ii,iii,v)",3.1,Decreasing,Global
132601937,22697776,Eudyptes pachyrhynchus,ANIMALIA,CHORDATA,SPHENISCIFORMES,AVES,SPHENISCIDAE,Eudyptes,pachyrhynchus,NA,NA,NA,"Gray, 1845",Vulnerable,A2bce+3bce+4bce; C2a(i),3.1,Decreasing,Global
132602343,22697782,Eudyptes robustus,ANIMALIA,CHORDATA,SPHENISCIFORMES,AVES,SPHENISCIDAE,Eudyptes,robustus,NA,NA,NA,"Oliver, 1953",Vulnerable,D2,3.1,Stable,Global
132602631,22697793,Eudyptes chrysolophus,ANIMALIA,CHORDATA,SPHENISCIFORMES,AVES,SPHENISCIDAE,Eudyptes,chrysolophus,NA,NA,NA,"(Brandt, 1837)",Vulnerable,A2bce+3bce+4bce,3.1,Decreasing,Global
132603494,22697800,Megadyptes antipodes,ANIMALIA,CHORDATA,SPHENISCIFORMES,AVES,SPHENISCIDAE,Megadyptes,antipodes,NA,NA,NA,"(Hombron & Jacquinot, 1841)",Endangered,"A2ade; B2ab(ii,iii,v)c(iv)",3.1,Decreasing,Global
132604504,22697810,Spheniscus demersus,ANIMALIA,CHORDATA,SPHENISCIFORMES,AVES,SPHENISCIDAE,Spheniscus,demersus,NA,NA,NA,"(Linnaeus, 1758)",Endangered,A2ace+3ce+4ace,3.1,Decreasing,Global
132605004,22697817,Spheniscus humboldti,ANIMALIA,CHORDATA,SPHENISCIFORMES,AVES,SPHENISCIDAE,Spheniscus,humboldti,NA,NA,NA,"Meyen, 1834",Vulnerable,A2bcde+3bcde+4bcde,3.1,Decreasing,Global
132606008,22697825,Spheniscus mendiculus,ANIMALIA,CHORDATA,SPHENISCIFORMES,AVES,SPHENISCIDAE,Spheniscus,mendiculus,NA,NA,NA,"Sundevall, 1871",Endangered,"A2bde; B2ab(iii,v)c(iv); C2a(ii)b",3.1,Decreasing,Global
132611797,22697896,Pseudobulweria aterrima,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pseudobulweria,aterrima,NA,NA,NA,"(Bonaparte, 1857)",Critically Endangered,C2a(ii),3.1,Decreasing,Global
132612218,22697913,Pseudobulweria becki,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pseudobulweria,becki,NA,NA,NA,"(Murphy, 1928)",Critically Endangered,"C2a(i,ii)",3.1,Decreasing,Global
132613365,22697935,Pseudobulweria macgillivrayi,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pseudobulweria,macgillivrayi,NA,NA,NA,"(Gray, 1860)",Critically Endangered,"C2a(i,ii);D",3.1,Decreasing,Global
132613763,22697949,Pterodroma axillaris,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pterodroma,axillaris,NA,NA,NA,"(Salvin, 1893)",Vulnerable,A2be+4be; D2,3.1,Increasing,Global
132614556,22697957,Pterodroma cervicalis,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pterodroma,cervicalis,NA,NA,NA,"(Salvin, 1891)",Vulnerable,D2,3.1,Increasing,Global
132615952,22697970,Pterodroma leucoptera,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pterodroma,leucoptera,NA,NA,NA,"(Gould, 1844)",Vulnerable,"B2ab(ii,v); D2",3.1,Decreasing,Global
132616449,22697975,Pterodroma cookii,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pterodroma,cookii,NA,NA,NA,"(Gray, 1843)",Vulnerable,A2e; D2,3.1,Increasing,Global
132616888,22697984,Pterodroma pycrofti,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pterodroma,pycrofti,NA,NA,NA,"Falla, 1933",Vulnerable,D2,3.1,Increasing,Global
132617265,22697987,Pterodroma brevipes,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pterodroma,brevipes,NA,NA,NA,"(Peale, 1848)",Vulnerable,C2a(i);D1,3.1,Decreasing,Global
132617737,22697990,Pterodroma defilippiana,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pterodroma,defilippiana,NA,NA,NA,"(Giglioli & Salvadori, 1869)",Vulnerable,D2,3.1,Stable,Global
132618432,22698001,Pterodroma alba,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pterodroma,alba,NA,NA,NA,"(Gmelin, 1789)",Endangered,A3bce+4bce,3.1,Decreasing,Global
132618884,22698005,Pterodroma arminjoniana,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pterodroma,arminjoniana,NA,NA,NA,"(Giglioli & Salvadori, 1869)",Vulnerable,D2,3.1,Stable,Global
132619647,22698020,Pterodroma phaeopygia,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pterodroma,phaeopygia,NA,NA,NA,"(Salvin, 1876)",Critically Endangered,A2bce,3.1,Decreasing,Global
132620783,22698030,Pterodroma externa,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pterodroma,externa,NA,NA,NA,"(Salvin, 1875)",Vulnerable,D2,3.1,Stable,Global
132621225,22698035,Pterodroma baraui,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pterodroma,baraui,NA,NA,NA,"(Jouanin, 1964)",Endangered,B2ab(v),3.1,Decreasing,Global
132622973,22698062,Pterodroma madeira,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pterodroma,madeira,NA,NA,NA,"Mathews, 1934",Endangered,D,3.1,Stable,Global
132624115,22698088,Pterodroma cahow,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pterodroma,cahow,NA,NA,NA,"(Nichols & Mowbray, 1916)",Endangered,D,3.1,Increasing,Global
132624510,22698092,Pterodroma hasitata,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pterodroma,hasitata,NA,NA,NA,"(Kuhl, 1820)",Endangered,"B2ab(ii,iii,v)",3.1,Decreasing,Global
132625182,22698097,Pterodroma caribbaea,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pterodroma,caribbaea,NA,NA,NA,"Carte, 1866",Critically Endangered,D,3.1,Unknown,Global
132628887,22698140,Procellaria aequinoctialis,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Procellaria,aequinoctialis,NA,NA,NA,"Linnaeus, 1758",Vulnerable,A4bcde,3.1,Decreasing,Global
132629374,22698150,Procellaria parkinsoni,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Procellaria,parkinsoni,NA,NA,NA,"Gray, 1862",Vulnerable,D2,3.1,Stable,Global
132629809,22698155,Procellaria westlandica,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Procellaria,westlandica,NA,NA,NA,"Falla, 1946",Endangered,B2ab(iii),3.1,Unknown,Global
132632044,22698182,Ardenna bulleri,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Ardenna,bulleri,NA,NA,NA,"(Salvin, 1888)",Vulnerable,D2,3.1,Stable,Global
132633266,22698195,Ardenna creatopus,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Ardenna,creatopus,NA,NA,NA,"(Coues, 1864)",Vulnerable,D2,3.1,Unknown,Global
132637221,22698230,Puffinus yelkouan,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Puffinus,yelkouan,NA,NA,NA,"(Acerbi, 1827)",Vulnerable,A4bcde,3.1,Decreasing,Global
132637811,22698235,Puffinus auricularis,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Puffinus,auricularis,NA,NA,NA,"Townsend, 1890",Critically Endangered,"B2ab(i,ii,iii,v)",3.1,Decreasing,Global
132638930,22698272,Puffinus bannermani,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Puffinus,bannermani,NA,NA,NA,"Mathews &amp; Iredale, 1915",Endangered,B2ab(v),3.1,Decreasing,Global
132639135,22698277,Puffinus heinrothi,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Puffinus,heinrothi,NA,NA,NA,"Reichenow, 1919",Vulnerable,D1+2,3.1,Stable,Global
132640680,22698305,Diomedea exulans,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Diomedea,exulans,NA,NA,NA,"Linnaeus, 1758",Vulnerable,A4bd,3.1,Decreasing,Global
132641187,22698314,Diomedea epomophora,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Diomedea,epomophora,NA,NA,NA,"Lesson, 1825",Vulnerable,D2,3.1,Stable,Global
132641638,22698320,Phoebastria irrorata,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Phoebastria,irrorata,NA,NA,NA,"(Salvin, 1883)",Critically Endangered,B2ab(v),3.1,Decreasing,Global
132642113,22698335,Phoebastria albatrus,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Phoebastria,albatrus,NA,NA,NA,"(Pallas, 1769)",Vulnerable,D2,3.1,Increasing,Global
132644161,22698388,Thalassarche salvini,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Thalassarche,salvini,NA,NA,NA,"(Rothschild, 1893)",Vulnerable,D2,3.1,Unknown,Global
132644476,22698393,Thalassarche eremita,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Thalassarche,eremita,NA,NA,NA,"Murphy, 1930",Vulnerable,D2,3.1,Stable,Global
132644834,22698398,Thalassarche chrysostoma,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Thalassarche,chrysostoma,NA,NA,NA,"(Forster, 1785)",Endangered,A4bd,3.1,Decreasing,Global
132645225,22698425,Thalassarche chlororhynchos,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Thalassarche,chlororhynchos,NA,NA,NA,"(Gmelin, 1789)",Endangered,A4bd; B2ab(v),3.1,Decreasing,Global
132645596,22698431,Phoebetria fusca,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Phoebetria,fusca,NA,NA,NA,"(Hilsenberg, 1822)",Endangered,A4bd,3.1,Decreasing,Global
132649758,22698471,Nesofregetta fuliginosa,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,OCEANITIDAE,Nesofregetta,fuliginosa,NA,NA,NA,"(Gmelin, 1789)",Endangered,C2a(i),3.1,Decreasing,Global
132651919,22698530,Hydrobates macrodactylus,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,HYDROBATIDAE,Hydrobates,macrodactylus,NA,NA,NA,"(Bryant, 1887)",Critically Endangered,D,3.1,Unknown,Global
132652969,22698548,Hydrobates matsudairae,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,HYDROBATIDAE,Hydrobates,matsudairae,NA,NA,NA,"(Kuroda, 1922)",Vulnerable,D2,3.1,Unknown,Global
132653646,22698562,Hydrobates homochroa,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,HYDROBATIDAE,Hydrobates,homochroa,NA,NA,NA,"(Coues, 1864)",Endangered,A2ce+3ce,3.1,Decreasing,Global
132654594,22724836,Melanitta fusca,ANIMALIA,CHORDATA,ANSERIFORMES,AVES,ANATIDAE,Melanitta,fusca,NA,NA,NA,"(Linnaeus, 1758)",Vulnerable,A2abcde+3cde+4bcde,3.1,Decreasing,Global
132656045,22728318,Diomedea antipodensis,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Diomedea,antipodensis,NA,NA,NA,"Robertson & Warham, 1992",Endangered,A4bde,3.1,Decreasing,Global
132656392,22728323,Diomedea sanfordi,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Diomedea,sanfordi,NA,NA,NA,"Murphy, 1917",Endangered,"A4bc; B2ab(iii,v)",3.1,Decreasing,Global
132657209,22728349,Thalassarche impavida,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Thalassarche,impavida,NA,NA,NA,"Mathews, 1912",Vulnerable,D2,3.1,Increasing,Global
132657527,22728364,Diomedea dabbenena,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Diomedea,dabbenena,NA,NA,NA,"Mathews, 1929",Critically Endangered,A4ade,3.1,Decreasing,Global
132657962,22728372,Thalassarche carteri,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,DIOMEDEIDAE,Thalassarche,carteri,NA,NA,NA,"(Rothschild, 1903)",Endangered,A4bde,3.1,Decreasing,Global
132658315,22728432,Puffinus mauretanicus,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Puffinus,mauretanicus,NA,NA,NA,"Lowe, 1921",Critically Endangered,A4bcde,3.1,Decreasing,Global
132659002,22728437,Procellaria conspicillata,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Procellaria,conspicillata,NA,NA,NA,"Gould, 1844",Vulnerable,D2,3.1,Increasing,Global
132659355,22728442,Pterodroma atrata,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pterodroma,atrata,NA,NA,NA,"Mathews, 1912",Endangered,B2ab(v),3.1,Decreasing,Global
132659638,22728808,Fregetta maoriana,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,OCEANITIDAE,Fregetta,maoriana,NA,NA,NA,"(Mathews, 1932)",Critically Endangered,D,3.1,Unknown,Global
132664126,22734408,Eudyptes moseleyi,ANIMALIA,CHORDATA,SPHENISCIFORMES,AVES,SPHENISCIDAE,Eudyptes,moseleyi,NA,NA,NA,"Mathews & Iredale, 1921",Endangered,A2acde+3cde+4acde,3.1,Decreasing,Global
132664584,22735250,Eudyptes chrysocome,ANIMALIA,CHORDATA,SPHENISCIFORMES,AVES,SPHENISCIDAE,Eudyptes,chrysocome,NA,NA,NA,"(Forster, 1781)",Vulnerable,A2abcde+3bcde+4abcde,3.1,Decreasing,Global
132665118,22735624,Hydrobates monteiroi,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,HYDROBATIDAE,Hydrobates,monteiroi,NA,NA,NA,"(Bolton, A.L. Smith, E. Gomez-Diaz, V.L. Friesen, R. Medeiros, J. Bried, J.L. Roscales &amp; R.W. Furness, 2008)",Vulnerable,D1+2,3.1,Stable,Global
132665941,22736135,Pterodroma deserta,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pterodroma,deserta,NA,NA,NA,"Mathews, 1934",Vulnerable,D1+2,3.1,Stable,Global
132673655,62101215,Synthliboramphus hypoleucus,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,ALCIDAE,Synthliboramphus,hypoleucus,NA,NA,NA,"XÃ¡ntus de Vesey, 1860",Endangered,"B2ab(iv,v)",3.1,Decreasing,Global
132674012,62101249,Synthliboramphus scrippsi,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,ALCIDAE,Synthliboramphus,scrippsi,NA,NA,NA,"(Green and Arnold, 1939)",Vulnerable,"B2ab(iv,v)",3.1,Decreasing,Global
132675181,104062579,Pachyptila macgillivrayi,ANIMALIA,CHORDATA,PROCELLARIIFORMES,AVES,PROCELLARIIDAE,Pachyptila,macgillivrayi,NA,NA,NA,"(Mathews, 1912)",Endangered,B2ab(v),3.1,Decreasing,Global
133546087,22696756,Nannopterum harrisi,ANIMALIA,CHORDATA,SULIFORMES,AVES,PHALACROCORACIDAE,Nannopterum,harrisi,NA,NA,NA,"(Rothschild, 1898)",Vulnerable,D2,3.1,Stable,Global
133555760,22696846,Leucocarbo carunculatus,ANIMALIA,CHORDATA,SULIFORMES,AVES,PHALACROCORACIDAE,Leucocarbo,carunculatus,NA,NA,NA,"(Gmelin, 1789)",Vulnerable,D1+2,3.1,Stable,Global
133556225,22696853,Leucocarbo chalconotus,ANIMALIA,CHORDATA,SULIFORMES,AVES,PHALACROCORACIDAE,Leucocarbo,chalconotus,NA,NA,NA,"(Gray, 1845)",Vulnerable,C2a(i),3.1,Decreasing,Global
133556641,22696869,Leucocarbo colensoi,ANIMALIA,CHORDATA,SULIFORMES,AVES,PHALACROCORACIDAE,Leucocarbo,colensoi,NA,NA,NA,"(Buller, 1888)",Vulnerable,D2,3.1,Stable,Global
133556928,22696840,Leucocarbo campbelli,ANIMALIA,CHORDATA,SULIFORMES,AVES,PHALACROCORACIDAE,Leucocarbo,campbelli,NA,NA,NA,"(Filhol, 1878)",Vulnerable,D2,3.1,Stable,Global
133557244,22696876,Leucocarbo ranfurlyi,ANIMALIA,CHORDATA,SULIFORMES,AVES,PHALACROCORACIDAE,Leucocarbo,ranfurlyi,NA,NA,NA,"(Ogilvie-Grant, 1901)",Vulnerable,D1+2,3.1,Stable,Global
133840708,22697583,Balaeniceps rex,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,BALAENICIPITIDAE,Balaeniceps,rex,NA,NA,NA,"Gould, 1850",Vulnerable,C2a(ii),3.1,Decreasing,Global
134180990,22692053,Leucogeranus leucogeranus,ANIMALIA,CHORDATA,GRUIFORMES,AVES,GRUIDAE,Leucogeranus,leucogeranus,NA,NA,NA,"(Pallas, 1773)",Critically Endangered,A3bcd,3.1,Decreasing,Global
134188105,22691932,Ardeotis nigriceps,ANIMALIA,CHORDATA,OTIDIFORMES,AVES,OTIDIDAE,Ardeotis,nigriceps,NA,NA,NA,"(Vigors, 1831)",Critically Endangered,A2a+4acd; C1,3.1,Decreasing,Global
134189710,22697531,Pseudibis davisoni,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,THRESKIORNITHIDAE,Pseudibis,davisoni,NA,NA,NA,"(Hume, 1875)",Critically Endangered,A3cd+4cd,3.1,Decreasing,Global
134198542,45355856,Ceyx sangirensis,ANIMALIA,CHORDATA,CORACIIFORMES,AVES,ALCEDINIDAE,Ceyx,sangirensis,NA,NA,NA,"(Meyer &amp; Wiglesworth, 1898)",Critically Endangered,"C2a(i,ii); D",3.1,Decreasing,Global
134199532,22728599,Otus siaoensis,ANIMALIA,CHORDATA,STRIGIFORMES,AVES,STRIGIDAE,Otus,siaoensis,NA,NA,NA,"(Schlegel, 1873)",Critically Endangered,D,3.1,Stable,Global
134200680,22697536,Thaumatibis gigantea,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,THRESKIORNITHIDAE,Thaumatibis,gigantea,NA,NA,NA,"(Oustalet, 1877)",Critically Endangered,A2cd+3cd+4cd; C2a(i),3.1,Decreasing,Global
134201407,22697021,Ardea insignis,ANIMALIA,CHORDATA,PELECANIFORMES,AVES,ARDEIDAE,Ardea,insignis,NA,NA,NA,"Hume, 1878",Critically Endangered,C2a(i),3.1,Decreasing,Global
134202771,22693452,Calidris pygmaea,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,pygmaea,NA,NA,NA,"(Linnaeus, 1758)",Critically Endangered,A2abcd+3bcd+4abcd; C2a(i),3.1,Decreasing,Global
134203874,22717507,Dicaeum quadricolor,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,DICAEIDAE,Dicaeum,quadricolor,NA,NA,NA,"(Tweeddale, 1877)",Critically Endangered,C2a(i),3.1,Decreasing,Global
134212031,103871084,Acridotheres tertius,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STURNIDAE,Acridotheres,tertius,NA,NA,NA,"(Hartert, E, 1896)",Critically Endangered,C2a(ii),3.1,Decreasing,Global
134212688,103870973,Acridotheres tricolor,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STURNIDAE,Acridotheres,tricolor,NA,NA,NA,"(Horsfield, 1821)",Critically Endangered,C2a(i),3.1,Decreasing,Global
134213171,22706378,Oriolus isabellae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ORIOLIDAE,Oriolus,isabellae,NA,NA,NA,"Ogilvie-Grant, 1894",Critically Endangered,"C2a(i,ii)",3.1,Decreasing,Global
134213647,22724821,Cissa thalassina,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CORVIDAE,Cissa,thalassina,NA,NA,NA,"(Temminck, 1826)",Critically Endangered,C2a(i),3.1,Decreasing,Global
134216717,22724568,Coracornis sanghirensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PACHYCEPHALIDAE,Coracornis,sanghirensis,NA,NA,NA,"(Oustalet, 1881)",Critically Endangered,"B1ab(ii,iii,v); C2a(i,ii)",3.1,Decreasing,Global
134416536,22707085,Eutrichomyias rowleyi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MONARCHIDAE,Eutrichomyias,rowleyi,NA,NA,NA,"(Meyer, 1878)",Critically Endangered,"B1ab(i,ii,iii,v); C2a(i,ii); D",3.1,Decreasing,Global
134465614,103842251,Hypsipetes platenae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PYCNONOTIDAE,Hypsipetes,platenae,NA,NA,NA,"(Blasius, 1888)",Critically Endangered,"B1ab(ii,iii,v); C2a(i,ii); D",3.1,Decreasing,Global
134475330,22728605,Zosterops nehrkorni,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ZOSTEROPIDAE,Zosterops,nehrkorni,NA,NA,NA,"Blasius, 1888",Critically Endangered,"B1ab(ii,iii,v);C2a(i,ii);D",3.1,Decreasing,Global
135865809,103878806,Gracula venerata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STURNIDAE,Gracula,venerata,NA,NA,NA,"Bonaparte, 1850",Endangered,A2d+3d+4d,3.1,Decreasing,Global
136453316,22723648,Diglossa venezuelensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THRAUPIDAE,Diglossa,venezuelensis,NA,NA,NA,"Chapman, 1925",Endangered,"B1ab(ii,iii,v); C2a(i)",3.1,Decreasing,Global
136638024,22678135,Tinamus tao,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Tinamus,tao,NA,NA,NA,"Temminck, 1815",Vulnerable,A3c,3.1,Decreasing,Global
136641166,22678145,Tinamus osgoodi,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Tinamus,osgoodi,NA,NA,NA,"Conover, 1949",Vulnerable,A2cd+3cd+4cd,3.1,Decreasing,Global
136649810,22678360,Penelope ortoni,ANIMALIA,CHORDATA,GALLIFORMES,AVES,CRACIDAE,Penelope,ortoni,NA,NA,NA,"Salvin, 1874",Endangered,A2cd+3cd+4cd,3.1,Decreasing,Global
137581714,22724407,Myrmotherula snowi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,THAMNOPHILIDAE,Myrmotherula,snowi,NA,NA,NA,"Teixeira & Gonzaga, 1985",Critically Endangered,"C2a(i,ii); D",3.1,Decreasing,Global
141364064,22685521,Anodorhynchus leari,ANIMALIA,CHORDATA,PSITTACIFORMES,AVES,PSITTACIDAE,Anodorhynchus,leari,NA,NA,NA,"Bonaparte, 1856",Endangered,B2ab(iii),3.1,Increasing,Global
142255701,22678286,Taoniscus nanus,ANIMALIA,CHORDATA,STRUTHIONIFORMES,AVES,TINAMIDAE,Taoniscus,nanus,NA,NA,NA,"(Temminck, 1815)",Endangered,"B2ab(ii,iii)",3.1,Decreasing,Global
